SW73_5  1.0000 0.0000 0.0000 0.7380 0.9085 0.5756 0.0000 0.5556 0 1
SW73_6  0.0000 0.9375 1.0000 0.5756 0.3382 0.0188 0.4722 0.2222 1 0
SW73_7  0.0000 0.6000 0.1429 0.0188 0.0336 0.0494 0.5000 1.0000 0 1
SW73_8  1.0000 1.0000 0.4286 0.0494 0.6991 0.5223 0.5000 1.0000 0 1
SW73_9  1.0000 0.2000 0.0000 0.5223 0.8310 0.6424 0.0000 0.3333 0 1
SW73_10 0.0000 0.8125 1.0000 0.6424 0.3317 0.0808 0.4643 0.1429 1 0
SW74_0  0.0000 0.0000 0.0000 0.4753 0.7218 0.8276 0.5000 1.0000 0 1
SW74_1  1.0000 0.0000 0.0000 0.8276 0.8042 0.1048 1.0000 0.2000 0 1
SW74_2  0.0000 0.0000 0.0000 0.1048 0.0985 0.1455 0.9722 0.2222 0 1
SW74_3  0.0000 0.0000 0.0000 0.1455 0.8201 0.9199 0.5000 1.0000 0 1
SW74_4  1.0000 0.0000 0.0000 0.9199 0.7333 0.0967 1.0000 0.1667 0 1
SW74_5  0.0000 0.0000 0.0000 0.0967 0.0959 0.2852 0.4583 0.3333 0 1
SW74_6  0.0000 0.0000 0.0000 0.2852 0.9431 1.0000 0.5000 1.0000 0 1
SW74_7  1.0000 0.0000 0.0000 0.8882 0.6564 0.0380 1.0000 0.4000 0 1
SW75_0  0.5000 0.0000 0.0000 0.2500 0.3785 0.7826 0.0833 0.0000 0 1
SW75_1  0.0000 0.0000 0.0000 0.7826 0.9573 0.8125 0.0000 0.5000 0 1
SW75_2  0.3750 1.0000 1.0000 0.8125 0.3772 0.1270 0.7500 0.2000 1 0
SW75_3  0.0000 1.0000 0.4286 0.1270 0.1667 0.7472 0.0000 0.4444 0 1
SW75_4  0.0000 0.0000 0.0000 0.7472 0.9280 0.8911 0.5000 1.0000 0 1
SW75_5  1.0000 1.0000 0.4286 0.8911 0.8857 0.8750 0.5000 1.0000 0 1
SW75_6  1.0000 1.0000 1.0000 0.8750 0.3083 0.0678 0.3500 0.6000 1 0
SW75_7  0.0000 0.2000 0.0000 0.0678 0.7774 0.7566 0.0000 0.5000 0 1
SW75_8  0.2500 0.0000 0.0000 0.7566 0.8526 0.9775 0.5000 1.0000 0 1
SW75_9  1.0000 0.2000 0.0000 0.9775 0.9113 0.9789 0.5000 1.0000 0 1
SW75_10 1.0000 0.0000 0.0000 1.0000 0.9538 0.7816 0.0000 0.3333 0 1
SW75_11 1.0000 0.0000 1.0000 0.7816 0.2961 0.0412 0.3500 0.4000 1 0
SW76_0  0.5000 0.0000 0.0000 0.2500 0.4000 0.1821 1.0000 0.3333 0 1
SW76_1  0.0000 1.0000 1.0000 0.1821 0.5386 1.0000 0.5000 1.0000 0 1
SW76_2  1.0000 1.0000 0.8571 0.8955 0.1679 0.6951 0.5000 1.0000 0 1
SW76_3  1.0000 0.9375 1.0000 0.6951 0.2220 0.1206 0.4500 0.4000 1 0
SW76_4  0.0000 1.0000 1.0000 0.1206 0.1452 0.7582 0.5000 1.0000 0 1
SW76_5  1.0000 1.0000 1.0000 0.7582 0.3843 0.0533 0.8333 0.3333 1 0
SW76_6  0.0000 0.4000 0.0000 0.0533 0.0175 0.0616 0.5000 1.0000 0 1
SW76_7  1.0000 0.8000 0.2857 0.0616 0.6735 0.4222 0.0000 0.2500 0 1
SW76_8  0.2500 1.0000 0.8571 0.4222 0.3453 0.0903 0.0000 1.0000 1 0
SW77_0  0.5000 0.4000 0.0000 0.1320 0.5656 0.3948 0.5000 1.0000 0 1
SW77_1  1.0000 1.0000 1.0000 0.3948 0.0595 0.1051 1.0000 0.2000 1 0
SW77_2  0.0000 0.5000 1.0000 0.1051 0.0458 0.0137 1.0000 0.2500 1 0
SW77_3  0.0000 0.4375 1.0000 0.0137 0.0000 0.0000 0.5000 1.0000 0 1
SW78_0  0.2500 1.0000 1.0000 0.5783 0.0666 0.2250 1.0000 0.5000 1 0
